                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.57364,                0.37769,                0.91233,                0.91321,                   0.89,                0.94034,                0.73156,                0.84485,                0.60036,                 1.0462,              0.0004853,              0.0004853,              0.0004853
                    156,                0.56199,                0.38634,                0.91359,                0.92209,                  0.895,                0.94858,                0.74135,                0.87639,                0.59458,                 1.0575,              0.0004754,              0.0004754,              0.0004754
                    157,                0.54579,                0.37586,                0.89795,                0.92665,                0.88437,                0.94452,                0.74415,                0.85927,                0.58472,                  1.044,              0.0004655,              0.0004655,              0.0004655
                    158,                0.55702,                0.38217,                0.89881,                0.93529,                   0.88,                0.93915,                0.73983,                0.86539,                0.58609,                  1.048,              0.0004556,              0.0004556,              0.0004556
                    159,                0.54962,                0.37679,                0.90415,                0.90285,                  0.875,                0.92772,                 0.7269,                0.86481,                0.61886,                 1.0397,              0.0004457,              0.0004457,              0.0004457
                    160,                0.56455,                0.38693,                 0.9029,                0.88764,                   0.89,                0.92011,                0.71845,                0.86673,                0.64519,                 1.0369,              0.0004358,              0.0004358,              0.0004358
                    161,                0.55363,                0.38483,                0.90121,                 0.8986,                0.88618,                0.92277,                0.72105,                0.87746,                0.64042,                 1.0445,              0.0004259,              0.0004259,              0.0004259
                    162,                 0.5577,                0.38438,                0.90107,                0.86669,                 0.9102,                0.92688,                0.72401,                0.86541,                0.63909,                 1.0578,               0.000416,               0.000416,               0.000416
                    163,                0.54191,                0.37297,                0.89637,                 0.9161,                   0.88,                0.93459,                0.73569,                0.85743,                0.62622,                 1.0462,              0.0004061,              0.0004061,              0.0004061
                    164,                0.55817,                0.38257,                0.89224,                0.92741,                  0.845,                0.93417,                 0.7383,                0.84553,                0.63523,                 1.0418,              0.0003962,              0.0003962,              0.0003962
                    165,                0.55118,                0.38038,                0.90991,                0.85438,                   0.91,                0.94037,                0.74341,                0.84078,                0.62258,                 1.0363,              0.0003863,              0.0003863,              0.0003863
                    166,                 0.5702,                0.38222,                0.91123,                 0.8451,                   0.92,                 0.9394,                0.74048,                0.84799,                0.62194,                 1.0301,              0.0003764,              0.0003764,              0.0003764
                    167,                0.55924,                0.37266,                0.90332,                0.85222,                   0.92,                0.92872,                0.74536,                0.85315,                 0.6143,                 1.0467,              0.0003665,              0.0003665,              0.0003665
                    168,                0.51333,                0.34949,                 0.8899,                0.86545,                0.90047,                0.92899,                   0.74,                0.85501,                0.61915,                  1.043,              0.0003566,              0.0003566,              0.0003566
                    169,                0.51866,                0.35181,                0.89051,                0.88192,                  0.905,                0.93178,                0.73437,                0.84628,                0.62069,                 1.0377,              0.0003467,              0.0003467,              0.0003467
                    170,                0.51848,                0.34796,                0.89359,                0.87854,                   0.91,                0.92938,                0.72889,                 0.8568,                0.62367,                 1.0387,              0.0003368,              0.0003368,              0.0003368
                    171,                0.53416,                 0.3665,                0.90019,                 0.8611,                0.92993,                0.92797,                0.73658,                0.84917,                0.61364,                 1.0294,              0.0003269,              0.0003269,              0.0003269
                    172,                0.50245,                 0.3541,                0.88125,                0.88644,                0.89767,                0.93532,                0.75039,                0.82563,                0.59744,                  1.034,               0.000317,               0.000317,               0.000317
                    173,                 0.5178,                 0.3579,                 0.8981,                0.89949,                 0.8949,                0.93583,                0.75538,                0.82748,                0.59369,                 1.0286,              0.0003071,              0.0003071,              0.0003071
                    174,                0.52527,                0.36117,                0.89347,                0.92206,                   0.87,                0.93125,                0.74615,                0.83182,                 0.6106,                 1.0251,              0.0002972,              0.0002972,              0.0002972
                    175,                 0.5072,                 0.3517,                0.87667,                0.91958,                   0.86,                 0.9247,                0.74221,                0.83398,                0.63269,                   1.02,              0.0002873,              0.0002873,              0.0002873
                    176,                0.51093,                0.36384,                0.89277,                0.91842,                   0.88,                0.93398,                 0.7508,                0.81592,                0.61846,                 1.0228,              0.0002774,              0.0002774,              0.0002774
                    177,                0.53328,                0.34812,                0.91656,                0.91437,                   0.89,                0.93483,                0.75014,                0.80608,                0.60545,                 1.0074,              0.0002675,              0.0002675,              0.0002675
                    178,                0.50601,                0.34909,                0.88239,                0.89348,                   0.89,                0.93082,                0.74529,                0.82754,                0.60808,                  1.011,              0.0002576,              0.0002576,              0.0002576
                    179,                0.52463,                0.35814,                0.89403,                0.88184,                0.89559,                0.93036,                0.73937,                0.84476,                0.61815,                 1.0277,              0.0002477,              0.0002477,              0.0002477
                    180,                0.50872,                0.34647,                 0.8859,                0.88844,                  0.865,                0.92854,                0.73513,                0.84716,                0.62631,                 1.0354,              0.0002378,              0.0002378,              0.0002378
                    181,                0.49852,                0.34541,                0.87699,                0.86508,                  0.905,                0.93209,                0.73372,                0.84831,                0.66306,                 1.0345,              0.0002279,              0.0002279,              0.0002279
                    182,                0.48485,                0.33784,                0.88244,                0.90707,                   0.88,                0.93111,                0.73406,                0.84249,                0.67527,                 1.0213,               0.000218,               0.000218,               0.000218
                    183,                 0.5161,                0.35239,                0.89212,                0.92055,                  0.869,                0.93264,                0.73752,                0.85192,                 0.6814,                  1.034,              0.0002081,              0.0002081,              0.0002081
                    184,                 0.5052,                0.33546,                0.87595,                0.91554,                   0.88,                0.93369,                0.73888,                0.84798,                0.67708,                 1.0263,              0.0001982,              0.0001982,              0.0001982
                    185,                0.52267,                0.35497,                0.88402,                0.90834,                0.89194,                0.93028,                0.74222,                0.84661,                0.66564,                 1.0303,              0.0001883,              0.0001883,              0.0001883
                    186,                0.51048,                0.34945,                0.88145,                0.90718,                  0.895,                0.93149,                0.74305,                0.83863,                0.64993,                 1.0317,              0.0001784,              0.0001784,              0.0001784
                    187,                0.49645,                0.33516,                0.88091,                0.89284,                    0.9,                0.93183,                0.74643,                0.84422,                 0.6457,                 1.0365,              0.0001685,              0.0001685,              0.0001685
                    188,                0.50255,                0.33933,                0.87972,                0.89447,                0.89002,                0.93218,                0.74611,                0.83027,                0.65142,                 1.0244,              0.0001586,              0.0001586,              0.0001586
                    189,                0.48987,                0.33499,                0.88619,                0.89152,                  0.895,                 0.9334,                 0.7489,                0.82057,                0.64972,                   1.02,              0.0001487,              0.0001487,              0.0001487
                    190,                0.48309,                 0.3344,                0.87531,                0.88017,                  0.905,                0.93462,                0.74434,                 0.8214,                0.63721,                 1.0167,              0.0001388,              0.0001388,              0.0001388
                    191,                0.46542,                0.32911,                 0.8496,                0.87603,                0.91865,                0.93349,                0.73589,                0.83314,                0.63496,                 1.0162,              0.0001289,              0.0001289,              0.0001289
                    192,                0.48739,                0.32637,                0.86158,                 0.8644,                  0.915,                0.93073,                0.72896,                0.84445,                0.67159,                 1.0438,               0.000119,               0.000119,               0.000119
                    193,                0.46938,                0.31909,                 0.8651,                0.89704,                   0.88,                0.92872,                0.72755,                0.83168,                0.67005,                 1.0293,              0.0001091,              0.0001091,              0.0001091
                    194,                0.45867,                0.32556,                0.84525,                0.88449,                 0.8806,                0.92745,                0.73091,                0.83779,                0.66982,                 1.0324,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.44169,                0.31418,                0.84521,                0.91614,                  0.855,                0.92779,                0.72836,                0.84538,                0.65372,                 1.0349,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.44394,                0.30739,                0.84416,                0.89416,                 0.8871,                0.92595,                0.72729,                0.84492,                0.62945,                 1.0367,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.43571,                0.30984,                0.84511,                0.89891,                0.88926,                 0.9283,                0.72667,                0.84552,                0.62942,                 1.0422,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.45211,                0.31009,                0.84998,                0.89109,                    0.9,                0.92844,                0.72513,                0.84026,                0.62453,                 1.0381,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.44234,                0.30646,                0.83878,                0.89819,                    0.9,                0.92723,                0.72332,                 0.8452,                0.63186,                 1.0389,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.47683,                0.33579,                0.86595,                0.89242,                  0.895,                0.92557,                0.72638,                0.84531,                0.63346,                  1.035,               3.98e-05,               3.98e-05,               3.98e-05
